number,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius,gravitation
4118,WASP-138 b,1005.0,387.716,11.81,2016,Gas Giant,12.208,0.0494 AU,3.6 days,0.0,WASP-135,Transit,82.0,1.16,17h49m08.39s,+29d52m44.8s,5675.0,0.98,0.96,25.545562704107883
4120,WASP-13 b,747.0,114.408,10.42,2009,Gas Giant,13.664,0.05362 AU,4.4 days,0.0,WASP-138,Transit,88.5,1.2,02h46m33.38s,-00d27m50.1s,6272.0,1.22,1.36,6.017158868776577
4121,WASP-140 b,587.0,775.432,11.1,2016,Gas Giant,16.128,0.0323 AU,2.2 days,0.05,WASP-139,Transit,88.9,0.31,03h18m14.93s,-41d18m07.7s,5310.0,0.92,0.8,29.273421150415295
4122,WASP-141 b,1859.0,854.8820000000001,12.4,2016,Gas Giant,13.552,0.0469 AU,3.3 days,0.0,WASP-14,Transit,84.32,,14h33m06.35s,+21d53m41.0s,6475.0,1.62,1.4,45.707785234334665
4123,WASP-142 b,2740.0,266.952,12.3,2016,Gas Giant,17.136,0.0347 AU,2.1 days,0.0,WASP-140,Transit,83.3,1.1,04h01m32.55s,-20d27m03.9s,5260.0,0.9,0.87,8.926990306008998
4124,WASP-144 b,1170.0,139.832,12.915,2018,Gas Giant,9.52,0.0316 AU,2.3 days,0.0,WASP-141,Transit,87.6,1.98,04h47m17.86s,-17d06m54.6s,5900.0,1.25,1.37,15.150377833626697
4125,WASP-145 A b,299.0,282.84200000000004,11.357999999999999,2018,Gas Giant,10.08,0.0261 AU,1.8 days,0.0,WASP-142,Transit,80.2,0.31,09h22m01.53s,-23d56m46.2s,6010.0,1.33,1.64,27.33465686438779
4126,WASP-147 b,1390.0,87.39500000000001,12.183,2018,Gas Giant,12.488,0.0549 AU,4.6 days,0.0,WASP-144,Transit,86.9,0.95,21h23m03.09s,-40d02m54.4s,5200.0,0.81,0.81,5.502899708819448
4127,WASP-148 b,809.0,92.4798,12.247,2020,Gas Giant,8.0864,0.0845 AU,8.8 days,0.22,WASP-145 A,Transit,83.3,1.6,21h29m00.90s,-58d50m10.1s,4900.0,0.76,0.68,13.88760106851295
4128,WASP-148 c,809.0,127.12,12.247,2020,Gas Giant,14.0,0.2101 AU,34.5 days,0.36,WASP-147,Transit,87.9,0.263,23h56m45.97s,-22d09m11.4s,5702.0,1.04,1.43,6.36866791842635
4129,WASP-14 b,531.0,2809.352,9.75,2008,Gas Giant,15.455999999999998,0.037 AU,2.2 days,0.09,WASP-148,Transit,89.8,0.96,16h56m31.340s,+44d18m09.55s,5460.0,1.0,1.03,115.47892462621294
4130,WASP-150 b,1749.0,2688.588,12.03,2020,Gas Giant,11.984,0.0694 AU,5.6 days,0.38,WASP-148,Radial Velocity,,,16h56m31.340s,+44d18m09.55s,5460.0,1.0,1.03,183.82790865293546
4131,WASP-151 b,1497.0,98.518,12.795,2017,Gas Giant,12.655999999999999,0.055 AU,4.5 days,< 0.003,WASP-15,Transit,85.96,,13h55m42.71s,-32d09m34.6s,6300.0,1.18,1.48,6.039673277053341
4132,WASP-153 b,1403.0,123.94200000000001,12.8,2017,Gas Giant,17.36,0.048 AU,3.3 days,< 0.009,WASP-150,Transit,84.01,8.54,17h37m03.14s,+53d01m16.4s,6218.0,1.39,1.65,4.038404799990695
4133,WASP-156 b,457.0,40.6784,11.6,2017,Gas Giant,5.712,0.0453 AU,3.8 days,< 0.007,WASP-151,Transit,89.2,0.29,23h16m15.23s,+00d18m24.3s,5871.0,1.08,1.14,12.242729562526629
4134,WASP-157 b,1102.0,182.41719999999998,12.91,2016,Gas Giant,11.1776,0.0499 AU,4 days,0.0,WASP-153,Transit,84.1,0.15,18h37m02.97s,+40d01m07.4s,5914.0,1.34,1.73,14.337038403808197
4135,WASP-158 b,1738.0,886.662,12.091,2018,Gas Giant,11.984,0.0517 AU,3.7 days,0.0,WASP-156,Transit,89.1,1.3,02h11m07.61s,+02d25m04.8s,4910.0,0.84,0.76,60.624097534478715
4136,WASP-159 b,2383.0,174.79000000000002,12.295,2018,Gas Giant,15.455999999999998,0.0538 AU,3.8 days,0.0,WASP-157,Transit,,,13h26m37.25s,-08d19m03.2s,5772.0,1.06,1.1,7.1847747222191325
4137,WASP-15 b,928.0,171.61200000000002,11.0,2009,Gas Giant,15.791999999999998,0.05165 AU,3.8 days,0.0,WASP-158,Transit,87.7,3.1,00h16m35.12s,-10d58m35.1s,6350.0,1.38,1.39,6.7571595445051
4138,WASP-160 B b,926.0,88.34840000000001,12.884,2018,Gas Giant,12.208,0.0452 AU,3.8 days,0.0,WASP-159,Transit,88.1,0.28,04h32m32.76s,-38d58m06.0s,6120.0,1.41,2.11,5.821038058804912
4139,WASP-161 b,1130.0,791.3220000000001,10.899000000000001,2018,Gas Giant,12.801599999999999,0.0673 AU,5.4 days,0.0,WASP-16,Transit,85.22,,14h18m43.93s,-20d16m31.7s,5700.0,1.78,1.14,47.41497490550249
4140,WASP-162 b,1023.0,1652.5600000000002,12.065,2018,Gas Giant,11.2,0.0871 AU,9.6 days,0.43,WASP-160 B,Transit,88.97,0.284,05h50m43.06s,-27d37m23.4s,5298.0,0.87,0.87,129.36356709303524
4141,WASP-163 b,859.0,594.2860000000001,12.251,2018,Gas Giant,13.462399999999999,0.0266 AU,1.6 days,0.0,WASP-161,Transit,89.01,2.2,08h25m21.09s,-11d30m03.6s,6400.0,1.39,1.71,32.19892036247131
4142,WASP-164 b,1050.0,676.914,12.468,2018,Gas Giant,12.633599999999998,0.02818 AU,1.8 days,0.0,WASP-162,Transit,89.3,6.9,11h13m10.30s,-17d39m28.0s,5300.0,0.95,1.11,41.645688164918575
4143,WASP-165 b,1902.0,209.1124,12.543,2018,Gas Giant,14.111999999999998,0.04823 AU,3.5 days,0.0,WASP-163,Transit,85.42,1.42,17h06m08.98s,-10d24m47.0s,5500.0,0.97,1.01,10.310825623003423
